6021.68228 0.06328 4.48836 6256.51552 0.23092 4.42497 6656.11938 0.43666 4.36153 6955.18052 0.58394 4.32279 7343.63730 0.71766 4.31345 7796.82995 0.83835 4.32481 8230.46331 0.94883 4.33469 8640.98399 1.05119 4.34170 9031.36952 1.14670 4.34644 9405.03595 1.23638 4.34946 9765.00838 1.32103 4.35125 10112.90277 1.40114 4.35216 10450.62247 1.47723 4.35244 10779.37567 1.54967 4.35229 11100.40570 1.61880 4.35187
6089.56935 0.09423 4.47689 6377.07883 0.27362 4.41542 6657.92802 0.43788 4.36079 6958.53831 0.58519 4.32239 7347.44349 0.71944 4.31257 7798.40619 0.84007 4.32344 8229.76501 0.95004 4.33333 8637.32260 1.05213 4.34004 9024.41510 1.14746 4.34434 9396.44953 1.23677 4.34749 9755.76931 1.32103 4.34960 10102.29815 1.40095 4.35053 10439.08121 1.47686 4.35088 10766.83629 1.54918 4.35076 11087.56292 1.61819 4.35046
6092.05374 0.09715 4.47467 6378.66953 0.27472 4.41476 6660.15209 0.44017 4.35908 6961.61571 0.58751 4.32083 7349.16753 0.72314 4.30927 7794.80386 0.84425 4.31846 8220.48526 0.95389 4.32753 8622.55494 1.05558 4.33361 9004.84218 1.15059 4.33744 9374.02819 1.23941 4.34069 9731.32576 1.32322 4.34306 10075.72926 1.40286 4.34404 10410.71050 1.47853 4.34449 10736.97195 1.55065 4.34446 11056.78376 1.61943 4.34440
6093.89257 0.09966 4.47269 6380.42648 0.27725 4.41271 6662.52126 0.44340 4.35647 6963.99282 0.59114 4.31779 7348.95377 0.72730 4.30507 7788.32230 0.84905 4.31221 8206.81263 0.95879 4.31973 8604.44073 1.05981 4.32572 8983.44200 1.15434 4.32956 9350.27510 1.24273 4.33297 9705.64042 1.32619 4.33549 10048.48949 1.40557 4.33662 10381.94579 1.48106 4.33716 10706.96632 1.55302 4.33723 11025.35884 1.62166 4.33722
6095.73005 0.10192 4.47095 6382.45828 0.28010 4.41041 6664.41368 0.44645 4.35392 6965.44435 0.59473 4.31456 7347.70289 0.73145 4.30062 7780.28694 0.85388 4.30560 8192.39928 0.96353 4.31194 8586.22732 1.06403 4.31782 8962.32336 1.15817 4.32164 9327.11499 1.24622 4.32517 9680.86271 1.32939 4.32785 10022.39979 1.40855 4.32913 10354.61377 1.48388 4.32975 10678.52044 1.55571 4.32992 10995.74390 1.62425 4.32996
6097.57150 0.10407 4.46932 6384.36635 0.28272 4.40831 6666.10258 0.44943 4.35137 6966.46036 0.59829 4.31126 7345.59559 0.73558 4.29599 7770.90746 0.85872 4.29866 8177.40820 0.96815 4.30414 8567.73001 1.06824 4.30987 8941.25094 1.16206 4.31366 9304.22294 1.24983 4.31729 9656.52471 1.33277 4.32011 9996.90622 1.41174 4.32151 10327.97404 1.48694 4.32222 10650.93730 1.55865 4.32248 10967.09205 1.62712 4.32256
6099.41022 0.10616 4.46775 6386.20057 0.28523 4.40629 6667.64534 0.45238 4.34883 6967.12187 0.60183 4.30789 7342.69288 0.73971 4.29117 7760.21281 0.86358 4.29141 8161.87420 0.97265 4.29633 8548.96486 1.07243 4.30186 8920.09704 1.16601 4.30560 9281.40130 1.25355 4.30930 9632.39040 1.33629 4.31224 9971.78336 1.41510 4.31379 10301.82199 1.49019 4.31457 10623.93909 1.56180 4.31492 10939.13701 1.63020 4.31504
6101.24105 0.10822 4.46622 6387.99568 0.28771 4.40431 6669.06470 0.45530 4.34627 6967.47464 0.60535 4.30445 7339.00171 0.74384 4.28618 7748.25523 0.86843 4.28388 8145.77339 0.97707 4.28848 8529.89208 1.07660 4.29382 8898.77875 1.16999 4.29746 9258.53499 1.25736 4.30121 9608.41504 1.33993 4.30427 9946.86147 1.41860 4.30594 10276.01614 1.49359 4.30681 10597.31972 1.56513 4.30723 10911.68819 1.63348 4.30740
6103.06434 0.11025 4.46471 6389.74970 0.29015 4.40233 6670.39158 0.45823 4.34370 6967.52088 0.60886 4.30095 7334.50648 0.74795 4.28099 7735.36627 0.87315 4.27626 8129.13164 0.98139 4.28060 8510.49304 1.08073 4.28573 8877.24167 1.17400 4.28924 9235.58809 1.26123 4.29303 9584.45605 1.34366 4.29620 9922.04214 1.42222 4.29798 10250.45161 1.49713 4.29894 10570.99187 1.56862 4.29943 10884.61217 1.63693 4.29964
6104.88278 0.11227 4.46320 6391.46707 0.29259 4.40037 6671.59995 0.46113 4.34110 6967.25879 0.61237 4.29738 7329.19057 0.75207 4.27562 7721.73386 0.87772 4.26863 8111.97676 0.98564 4.27269 8490.73476 1.08484 4.27758 8855.45958 1.17803 4.28094 9212.46541 1.26516 4.28475 9560.47053 1.34746 4.28804 9897.28717 1.42594 4.28992 10225.01632 1.50078 4.29098 10544.85606 1.57223 4.29152 10857.80475 1.64051 4.29177
6106.68970 0.11428 4.46170 6393.14911 0.29501 4.39840 6672.71418 0.46404 4.33848 6966.68019 0.61587 4.29373 7323.03239 0.75617 4.27005 7707.41294 0.88215 4.26098 8094.29616 0.98982 4.26472 8470.59187 1.08893 4.26937 8833.40507 1.18206 4.27258 9189.13153 1.26913 4.27637 9536.34441 1.35134 4.27978 9872.50260 1.42974 4.28176 10199.63463 1.50452 4.28292 10518.83602 1.57594 4.28351 10831.16270 1.64421 4.28380
6108.48396 0.11629 4.46021 6394.79733 0.29743 4.39643 6673.71982 0.46695 4.33584 6965.77172 0.61936 4.29001 7316.01485 0.76028 4.26428 7692.49065 0.88643 4.25333 8075.97999 0.99395 4.25665 8450.06222 1.09298 4.26111 8811.09668 1.18608 4.26417 9165.57660 1.27312 4.26792 9512.04502 1.35527 4.27142 9847.61553 1.43361 4.27351 10174.23187 1.50834 4.27476 10492.81782 1.57975 4.27540 10804.59993 1.64801 4.27573
6110.27000 0.11829 4.45871 6396.41245 0.29985 4.39445 6674.61704 0.46986 4.33316 6964.52818 0.62285 4.28622 7308.12068 0.76438 4.25831 7677.04679 0.89059 4.24568 8057.12794 0.99803 4.24851 8429.15066 1.09699 4.25279 8788.48030 1.19009 4.25569 9141.72646 1.27714 4.25937 9487.50414 1.35924 4.26296 9822.59638 1.43753 4.26517 10148.74719 1.51222 4.26653 10466.77991 1.58363 4.26720 10778.02582 1.65190 4.26757
6112.04618 0.12030 4.45721 6397.99390 0.30227 4.39245 6675.40080 0.47276 4.33046 6962.93002 0.62633 4.28234 7299.32959 0.76847 4.25212 7661.07808 0.89463 4.23802 8037.93328 1.00202 4.24038 8407.88084 1.10096 4.24443 8765.58441 1.19407 4.24718 9117.59098 1.28116 4.25076 9462.67991 1.36324 4.25441 9797.36807 1.44149 4.25674 10123.06517 1.51616 4.25818 10440.64485 1.58757 4.25892 10751.40544 1.65585 4.25933
6113.81242 0.12230 4.45571 6399.54100 0.30470 4.39045 6676.06747 0.47566 4.32773 6960.96961 0.62980 4.27838 7289.66767 0.77256 4.24573 7644.62353 0.89857 4.23034 8018.39665 1.00593 4.23224 8386.22838 1.10489 4.23602 8742.39458 1.19804 4.23861 9093.22588 1.28518 4.24210 9437.68125 1.36724 4.24581 9771.90598 1.44548 4.24823 10097.17400 1.52015 4.24975 10414.39258 1.59155 4.25057 10724.60303 1.65986 4.25098
6115.56704 0.12431 4.45420 6401.05219 0.30712 4.38844 6676.61323 0.47856 4.32498 6958.63057 0.63326 4.27433 7279.13324 0.77664 4.23914 7627.70132 0.90241 4.22265 7998.46960 1.00976 4.22409 8364.20658 1.10879 4.22756 8718.84815 1.20198 4.22998 9068.54676 1.28918 4.23337 9412.46716 1.37125 4.23716 9746.21829 1.44948 4.23966 10071.02560 1.52416 4.24123 10387.95408 1.59556 4.24214 10697.61945 1.66392 4.24254
